locus_tag	ftype	length_bp	gene	EC_number	COG	product
OKAGGDNG_02464	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
OKAGGDNG_02465	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
OKAGGDNG_02466	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OKAGGDNG_02467	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OKAGGDNG_02468	CDS	723	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OKAGGDNG_02469	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
OKAGGDNG_02470	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
OKAGGDNG_02471	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
OKAGGDNG_02472	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
OKAGGDNG_02473	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
OKAGGDNG_02474	CDS	294				hypothetical protein
OKAGGDNG_02475	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
OKAGGDNG_02476	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
OKAGGDNG_02477	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
OKAGGDNG_02478	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
OKAGGDNG_02479	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
OKAGGDNG_02480	CDS	522	pal_1		COG2885	Peptidoglycan-associated lipoprotein
OKAGGDNG_02481	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
OKAGGDNG_02482	tRNA	76				tRNA-Lys(ttt)
OKAGGDNG_02483	tRNA	76				tRNA-Val(tac)
OKAGGDNG_02484	tRNA	76				tRNA-Lys(ttt)
OKAGGDNG_02485	tRNA	76				tRNA-Val(tac)
OKAGGDNG_02486	tRNA	76				tRNA-Lys(ttt)
OKAGGDNG_02487	tRNA	76				tRNA-Lys(ttt)
OKAGGDNG_02488	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
OKAGGDNG_02489	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
OKAGGDNG_02490	CDS	942	zitB		COG1230	Zinc transporter ZitB
OKAGGDNG_02491	CDS	381				hypothetical protein
OKAGGDNG_02492	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
OKAGGDNG_02493	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OKAGGDNG_02494	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
OKAGGDNG_02495	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
OKAGGDNG_02496	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
OKAGGDNG_02497	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
OKAGGDNG_02498	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
OKAGGDNG_02499	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
OKAGGDNG_02500	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
OKAGGDNG_02501	CDS	774	modA		COG0725	Molybdate-binding protein ModA
OKAGGDNG_02502	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
OKAGGDNG_02503	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OKAGGDNG_02504	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
OKAGGDNG_02505	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
OKAGGDNG_02506	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
OKAGGDNG_02507	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
OKAGGDNG_02508	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
OKAGGDNG_02509	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
OKAGGDNG_02510	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
OKAGGDNG_02511	CDS	1071	xerC_1			Tyrosine recombinase XerC
OKAGGDNG_02512	CDS	168				hypothetical protein
OKAGGDNG_02513	CDS	285				hypothetical protein
OKAGGDNG_02514	CDS	285				hypothetical protein
OKAGGDNG_02515	CDS	180				hypothetical protein
OKAGGDNG_02516	CDS	126				hypothetical protein
OKAGGDNG_02517	CDS	549				hypothetical protein
OKAGGDNG_02518	CDS	552				hypothetical protein
OKAGGDNG_02519	CDS	1623				hypothetical protein
OKAGGDNG_02520	CDS	762				hypothetical protein
OKAGGDNG_02521	CDS	486				hypothetical protein
OKAGGDNG_02522	CDS	396				hypothetical protein
OKAGGDNG_02523	CDS	1026				hypothetical protein
OKAGGDNG_02524	CDS	903				hypothetical protein
OKAGGDNG_02525	CDS	1146				hypothetical protein
OKAGGDNG_02526	CDS	477				hypothetical protein
OKAGGDNG_02527	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OKAGGDNG_02528	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
OKAGGDNG_02529	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
OKAGGDNG_02530	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
OKAGGDNG_02531	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OKAGGDNG_02532	CDS	2022	uvrB		COG0556	UvrABC system protein B
OKAGGDNG_02533	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
OKAGGDNG_02534	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
OKAGGDNG_02535	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
OKAGGDNG_02536	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OKAGGDNG_02537	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
OKAGGDNG_02538	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OKAGGDNG_02539	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
OKAGGDNG_02540	CDS	714				hypothetical protein
OKAGGDNG_02541	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
OKAGGDNG_02542	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
OKAGGDNG_02543	CDS	762				hypothetical protein
OKAGGDNG_02544	CDS	411	ybhQ			Inner membrane protein YbhQ
OKAGGDNG_02545	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
OKAGGDNG_02546	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
OKAGGDNG_02547	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OKAGGDNG_02548	CDS	996				hypothetical protein
OKAGGDNG_02549	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
OKAGGDNG_02550	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
OKAGGDNG_02551	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
OKAGGDNG_02552	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
OKAGGDNG_02553	CDS	963	ybiB		COG0547	putative protein YbiB
OKAGGDNG_02554	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
OKAGGDNG_02555	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
OKAGGDNG_02556	CDS	267	ybiI_1		COG1734	putative protein YbiI
OKAGGDNG_02557	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
OKAGGDNG_02558	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
OKAGGDNG_02559	CDS	261	mcbA			putative protein McbA
OKAGGDNG_02560	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
OKAGGDNG_02561	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
OKAGGDNG_02562	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
OKAGGDNG_02563	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
OKAGGDNG_02564	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
OKAGGDNG_02565	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OKAGGDNG_02566	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
OKAGGDNG_02567	CDS	516	ompX_2		COG3637	Outer membrane protein X
OKAGGDNG_02568	CDS	1584	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
OKAGGDNG_02569	CDS	129	mntS			Small protein MntS
OKAGGDNG_02570	CDS	468	mntR		COG1321	Transcriptional regulator MntR
OKAGGDNG_02571	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
OKAGGDNG_02572	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
OKAGGDNG_02573	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
OKAGGDNG_02574	CDS	1266	ybiU			putative protein YbiU
OKAGGDNG_02575	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
OKAGGDNG_02576	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
OKAGGDNG_02577	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
OKAGGDNG_02578	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
OKAGGDNG_02579	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
OKAGGDNG_02580	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OKAGGDNG_02581	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
OKAGGDNG_02582	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
OKAGGDNG_02583	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
OKAGGDNG_02584	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
OKAGGDNG_02585	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
OKAGGDNG_02586	CDS	2097	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
OKAGGDNG_02587	CDS	1329				hypothetical protein
OKAGGDNG_02588	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
OKAGGDNG_02589	CDS	384				hypothetical protein
OKAGGDNG_02590	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
OKAGGDNG_02591	CDS	627	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
OKAGGDNG_02592	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
OKAGGDNG_02593	CDS	759	deoR		COG1349	Deoxyribose operon repressor
OKAGGDNG_02594	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
OKAGGDNG_02595	CDS	1233	mdfA			Multidrug transporter MdfA
OKAGGDNG_02596	CDS	279				hypothetical protein
OKAGGDNG_02597	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
OKAGGDNG_02598	CDS	1128	ybjJ			Inner membrane protein YbjJ
OKAGGDNG_02599	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
OKAGGDNG_02600	CDS	333				hypothetical protein
OKAGGDNG_02601	CDS	1017	xerC_2			Tyrosine recombinase XerC
OKAGGDNG_02602	CDS	192				hypothetical protein
OKAGGDNG_02603	CDS	570				hypothetical protein
OKAGGDNG_02604	CDS	222				hypothetical protein
OKAGGDNG_02605	CDS	510				hypothetical protein
OKAGGDNG_02606	CDS	201				hypothetical protein
OKAGGDNG_02607	CDS	342				hypothetical protein
OKAGGDNG_02608	CDS	234				hypothetical protein
OKAGGDNG_02609	CDS	228	ybiI_2		COG1734	putative protein YbiI
OKAGGDNG_02610	CDS	858	dam_2	2.1.1.72	COG0338	DNA adenine methylase
OKAGGDNG_02611	CDS	2415				hypothetical protein
OKAGGDNG_02612	CDS	189				hypothetical protein
OKAGGDNG_02613	CDS	234				hypothetical protein
OKAGGDNG_02614	CDS	336				hypothetical protein
OKAGGDNG_02615	CDS	924				hypothetical protein
OKAGGDNG_02616	CDS	963				hypothetical protein
OKAGGDNG_02617	CDS	1026				hypothetical protein
OKAGGDNG_02618	CDS	1767				hypothetical protein
OKAGGDNG_02619	CDS	753				hypothetical protein
OKAGGDNG_02620	CDS	429				hypothetical protein
OKAGGDNG_02621	CDS	432				hypothetical protein
OKAGGDNG_02622	CDS	447				hypothetical protein
OKAGGDNG_02623	CDS	807				hypothetical protein
OKAGGDNG_02624	CDS	579				hypothetical protein
OKAGGDNG_02625	CDS	360				hypothetical protein
OKAGGDNG_02626	CDS	909				hypothetical protein
OKAGGDNG_02627	CDS	606				hypothetical protein
OKAGGDNG_02628	CDS	1623				hypothetical protein
OKAGGDNG_02629	CDS	438				hypothetical protein
OKAGGDNG_02630	CDS	603	tfaE			Prophage tail fiber assembly protein TfaE
OKAGGDNG_02631	CDS	540				hypothetical protein
OKAGGDNG_02632	CDS	276	hin		COG1961	DNA-invertase hin
OKAGGDNG_02633	CDS	369				hypothetical protein
OKAGGDNG_02634	CDS	219				hypothetical protein
OKAGGDNG_02635	CDS	1686	aspT_1			Aspartate/alanine antiporter
OKAGGDNG_02636	CDS	378	ybjM			Inner membrane protein YbjM
OKAGGDNG_02637	CDS	258	grxA		COG0695	Glutaredoxin 1
OKAGGDNG_02638	CDS	288				hypothetical protein
OKAGGDNG_02639	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
OKAGGDNG_02640	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
OKAGGDNG_02641	CDS	477	ybjN			putative protein YbjN
OKAGGDNG_02642	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
OKAGGDNG_02643	CDS	1134	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OKAGGDNG_02644	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
OKAGGDNG_02645	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
OKAGGDNG_02646	CDS	489	ybjO			Inner membrane protein YbjO
OKAGGDNG_02647	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
OKAGGDNG_02648	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
OKAGGDNG_02649	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
OKAGGDNG_02650	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
OKAGGDNG_02651	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
OKAGGDNG_02652	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
OKAGGDNG_02653	CDS	516	ybjP			putative lipoprotein YbjP
OKAGGDNG_02654	CDS	324				hypothetical protein
OKAGGDNG_02655	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
OKAGGDNG_02656	CDS	1014	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
OKAGGDNG_02657	CDS	1431				hypothetical protein
OKAGGDNG_02658	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
OKAGGDNG_02659	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
OKAGGDNG_02660	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
OKAGGDNG_02661	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
OKAGGDNG_02662	CDS	900	lysO		COG2431	Lysine exporter LysO
OKAGGDNG_02663	CDS	696	aqpZ		COG0580	Aquaporin Z
OKAGGDNG_02664	CDS	1659				hypothetical protein
OKAGGDNG_02665	CDS	993				hypothetical protein
OKAGGDNG_02666	CDS	1098	macA		COG0845	Macrolide export protein MacA
OKAGGDNG_02667	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OKAGGDNG_02668	CDS	225	cspD		COG1278	Cold shock-like protein CspD
OKAGGDNG_02669	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OKAGGDNG_02670	CDS	2133	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OKAGGDNG_02671	tRNA	88				tRNA-Ser(gga)
OKAGGDNG_02672	CDS	219	infA		COG0361	Translation initiation factor IF-1
OKAGGDNG_02673	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OKAGGDNG_02674	CDS	1722	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OKAGGDNG_02675	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
OKAGGDNG_02676	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OKAGGDNG_02677	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
OKAGGDNG_02678	CDS	4029	ftsK		COG1674	DNA translocase FtsK
OKAGGDNG_02679	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
OKAGGDNG_02680	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
OKAGGDNG_02681	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OKAGGDNG_02682	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OKAGGDNG_02683	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OKAGGDNG_02684	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OKAGGDNG_02685	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
OKAGGDNG_02686	CDS	1149	ycaD			putative MFS-type transporter YcaD
OKAGGDNG_02687	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
OKAGGDNG_02688	CDS	909	pgrR_2			HTH-type transcriptional regulator PgrR
OKAGGDNG_02689	CDS	591	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
OKAGGDNG_02690	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OKAGGDNG_02691	CDS	1461	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
OKAGGDNG_02692	CDS	501				hypothetical protein
OKAGGDNG_02693	CDS	483				hypothetical protein
OKAGGDNG_02694	CDS	747				ISAs1 family transposase ISEc26
OKAGGDNG_02695	CDS	1233	mdtM			Multidrug resistance protein MdtM
OKAGGDNG_02696	CDS	1281				hypothetical protein
OKAGGDNG_02697	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
OKAGGDNG_02698	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
OKAGGDNG_02699	CDS	258				hypothetical protein
OKAGGDNG_02700	CDS	972	yjiK		COG3204	putative protein YjiK
OKAGGDNG_02701	CDS	1179				hypothetical protein
OKAGGDNG_02702	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
OKAGGDNG_02703	CDS	684				hypothetical protein
OKAGGDNG_02704	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
OKAGGDNG_02705	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
OKAGGDNG_02706	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
OKAGGDNG_02707	CDS	393	iraD			Anti-adapter protein IraD
OKAGGDNG_02708	CDS	102	ytiC			Protein YtiC
OKAGGDNG_02709	CDS	831				hypothetical protein
OKAGGDNG_02710	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
OKAGGDNG_02711	CDS	195				hypothetical protein
OKAGGDNG_02712	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OKAGGDNG_02713	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
OKAGGDNG_02714	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
OKAGGDNG_02715	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
OKAGGDNG_02716	CDS	504	fimG_2			Protein FimG
OKAGGDNG_02717	CDS	531	fimF_2			Protein FimF
OKAGGDNG_02718	CDS	2637	fimD_4		COG3188	Outer membrane usher protein FimD
OKAGGDNG_02719	CDS	726	fimC			Chaperone protein FimC
OKAGGDNG_02720	CDS	447	lpfA			putative major fimbrial subunit LpfA
OKAGGDNG_02721	CDS	549	fimA			Type-1 fimbrial protein, A chain
OKAGGDNG_02722	CDS	597				ISKra4 family transposase ISCep1
OKAGGDNG_02723	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
OKAGGDNG_02724	CDS	1320				hypothetical protein
OKAGGDNG_02725	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
OKAGGDNG_02726	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
OKAGGDNG_02727	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
OKAGGDNG_02728	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
OKAGGDNG_02729	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
OKAGGDNG_02730	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
OKAGGDNG_02731	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
OKAGGDNG_02732	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OKAGGDNG_02733	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OKAGGDNG_02734	CDS	216	bdm			Protein bdm
OKAGGDNG_02735	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
OKAGGDNG_02736	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
OKAGGDNG_02737	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
OKAGGDNG_02738	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
OKAGGDNG_02739	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OKAGGDNG_02740	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OKAGGDNG_02741	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OKAGGDNG_02742	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OKAGGDNG_02743	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
OKAGGDNG_02744	CDS	291	ompD_1		COG3203	Outer membrane porin protein OmpD
OKAGGDNG_02745	CDS	921				hypothetical protein
OKAGGDNG_02746	CDS	336				hypothetical protein
OKAGGDNG_02747	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
OKAGGDNG_02748	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
OKAGGDNG_02749	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
OKAGGDNG_02750	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
OKAGGDNG_02751	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
OKAGGDNG_02752	CDS	567	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
OKAGGDNG_02753	CDS	261	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
OKAGGDNG_02754	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
OKAGGDNG_02755	CDS	570				hypothetical protein
OKAGGDNG_02756	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
OKAGGDNG_02757	CDS	171	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
OKAGGDNG_02758	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
OKAGGDNG_02759	CDS	285	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OKAGGDNG_02760	CDS	1356	gatC_2		COG3775	PTS system galactitol-specific EIIC component
OKAGGDNG_02761	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
OKAGGDNG_02762	CDS	780	srlR_3		COG1349	Glucitol operon repressor
OKAGGDNG_02763	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
OKAGGDNG_02764	CDS	318				hypothetical protein
OKAGGDNG_02765	CDS	1014	xerC_3			Tyrosine recombinase XerC
OKAGGDNG_02766	CDS	300				hypothetical protein
OKAGGDNG_02767	CDS	276				hypothetical protein
OKAGGDNG_02768	CDS	171				hypothetical protein
OKAGGDNG_02769	CDS	501				hypothetical protein
OKAGGDNG_02770	CDS	225				hypothetical protein
OKAGGDNG_02771	CDS	300				hypothetical protein
OKAGGDNG_02772	CDS	225				hypothetical protein
OKAGGDNG_02773	CDS	276				hypothetical protein
OKAGGDNG_02774	CDS	2283				hypothetical protein
OKAGGDNG_02775	CDS	1224				hypothetical protein
OKAGGDNG_02776	CDS	153				hypothetical protein
OKAGGDNG_02777	CDS	1968				hypothetical protein
OKAGGDNG_02778	CDS	951				hypothetical protein
OKAGGDNG_02779	CDS	786				hypothetical protein
OKAGGDNG_02780	CDS	636				hypothetical protein
OKAGGDNG_02781	CDS	348				hypothetical protein
OKAGGDNG_02782	CDS	909				hypothetical protein
OKAGGDNG_02783	CDS	531				hypothetical protein
OKAGGDNG_02784	CDS	2859				hypothetical protein
OKAGGDNG_02785	CDS	1119				hypothetical protein
OKAGGDNG_02786	CDS	195				hypothetical protein
OKAGGDNG_02787	CDS	1191	gpFI			Putative prophage major tail sheath protein
OKAGGDNG_02788	CDS	780				hypothetical protein
OKAGGDNG_02789	CDS	255				hypothetical protein
OKAGGDNG_02790	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
OKAGGDNG_02791	CDS	333				hypothetical protein
OKAGGDNG_02792	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
OKAGGDNG_02793	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
OKAGGDNG_02794	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
OKAGGDNG_02795	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
OKAGGDNG_02796	CDS	3123	mdtB			Multidrug resistance protein MdtB
OKAGGDNG_02797	CDS	1248	mdtA			Multidrug resistance protein MdtA
OKAGGDNG_02798	CDS	129				hypothetical protein
OKAGGDNG_02799	CDS	147				hypothetical protein
OKAGGDNG_02800	CDS	660				hypothetical protein
